SNP position	P	Odds ratio	gene	product
684518	0.01236	1.254841	intergenic	n/a
208557	0.01243	2.008371	-	phosphoglycerate mutase family protein
772774	0.01244	8.461594	-	D-alanyl-D-alanine carboxypeptidase
340001	0.0125	0.7784256	csrR	response regulator protein
177522	0.01264	1.400205	uvrA	excinuclease ABC subunit A
1356578	0.01264	Inf	intergenic	n/a
543194	0.01288	Inf	-	protease
543269	0.01288	Inf	-	protease
1573558	0.01291	3.492412	-	sensor histidine kinase protein
2067749	0.013	0.2840978	-	cation transporting ATPase
287222	0.01305	13.59963	-	heparinase II/III-like protein
1449981	0.01309	0.7235532	murE	UDP-N-acetylmuramoylalanyl-D-glutamate--L-lysine ligase
188530	0.01317	0	nrdD	anaerobic ribonucleoside triphosphate reductase
439153	0.01317	0.6755367	-	endo-beta-N-acetylglucosaminidase
382282	0.01317	0.6515989	fabD	malonyl CoA-acyl carrier protein transacylase
430588	0.01317	0.6515989	intergenic	n/a
618442	1.32E-02	0.9306839	murG	UDP diphospho-muramoyl pentapeptide beta-N acetylglucosaminyl transferase
1563865	0.0132	0.3635882	-	hypothetical protein
1056852	0.01325	0.3056999	pstI	phosphoenolpyruvate-protein phosphotransferase
1682695	0.01329	2.900527	gmk	guanylate kinase
2080963	0.01329	1.969916	malA	maltodextrose utilization protein MalA
740131	0.01329	0.6809125	intergenic	n/a
1356967	0.01337	1.253267	-	hypothetical protein
396425	0.0134	0.7172784	intergenic	n/a
2070494	0.01343	1.378293	intergenic	n/a
1659188	0.01348	1.71161	intergenic	n/a
1548828	0.01352	0.4551608	-	Mur ligase family protein
873634	0.01353	0	rnr	exoribonuclease R
863054	0.01395	1.263143	lytB	endo-beta-N-acetylglucosaminidase
1543329	0.01398	0.3918666	-	DEAD/DEAH box helicase
347644	0.01399	1.330286	mvaK2	phosphomevalonate kinase
707909	0.01408	1.793692	pepN	lysyl-aminopeptidase
123570	0.01436	Inf	intergenic	n/a
215704	0.01442	0.5174945	intergenic	n/a
912899	0.01443	9.607721	-	4-oxalocrotonate tautomerase
1577813	0.01448	0.4424872	-	metallophosphoesterase protein
1302014	0.01451	0.4387352	-	hypothetical protein
561137	0.01462	0.88923	-	hypothetical protein
1349737	0.01467	0.2695786	queA	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
2085822	0.01479	9.71098	aspS	aspartyl-tRNA synthetase
1554912	0.01482	0.6072752	intergenic	n/a
1658036	1.49E-02	1.203171	-	ABC transporter ATP-binding protein
